areaCode,areaName,areaType,date,newCasesByPublishDateChangePercentage,newCasesBySpecimenDate,uniqueCasePositivityBySpecimenDateRollingSum
E12000003,Yorkshire and The Humber,region,2021-02-03,-11.3,1739,7.8
E12000003,Yorkshire and The Humber,region,2021-02-02,-14.0,1025,7.9
E12000003,Yorkshire and The Humber,region,2021-02-01,-14.1,1708,8.2
E12000003,Yorkshire and The Humber,region,2021-01-31,-17.0,1248,8.2
E12000003,Yorkshire and The Humber,region,2021-01-30,-16.7,1229,8.2
E12000003,Yorkshire and The Humber,region,2021-01-29,-8.5,1480,8.3
E12000003,Yorkshire and The Humber,region,2021-01-28,-10.4,1592,8.5
E12000003,Yorkshire and The Humber,region,2021-01-27,-11.0,1812,8.7
E12000003,Yorkshire and The Humber,region,2021-01-26,-8.0,1744,8.8
E12000003,Yorkshire and The Humber,region,2021-01-25,-3.5,1969,9.1
E12000003,Yorkshire and The Humber,region,2021-01-24,1.2,1322,9.3
E12000003,Yorkshire and The Humber,region,2021-01-23,-7.0,1337,9.5
E12000003,Yorkshire and The Humber,region,2021-01-22,-17.8,1650,9.7
E12000003,Yorkshire and The Humber,region,2021-01-21,-18.3,1821,10.0
E12000003,Yorkshire and The Humber,region,2021-01-20,-18.0,2097,9.9
E12000003,Yorkshire and The Humber,region,2021-01-19,-18.0,2265,10.0
E12000003,Yorkshire and The Humber,region,2021-01-18,-21.2,2526,10.1
E12000003,Yorkshire and The Humber,region,2021-01-17,-25.4,1642,9.9
E12000003,Yorkshire and The Humber,region,2021-01-16,-15.7,1696,9.8
E12000003,Yorkshire and The Humber,region,2021-01-15,-12.4,1957,9.8
E12000003,Yorkshire and The Humber,region,2021-01-14,-8.6,1199,9.8
E12000003,Yorkshire and The Humber,region,2021-01-13,-4.6,2230,10.0
E12000003,Yorkshire and The Humber,region,2021-01-12,3.0,2508,10.0
E12000003,Yorkshire and The Humber,region,2021-01-11,11.6,2859,10.1
E12000003,Yorkshire and The Humber,region,2021-01-10,24.5,1744,10.4
E12000003,Yorkshire and The Humber,region,2021-01-09,25.8,1852,10.6
E12000003,Yorkshire and The Humber,region,2021-01-08,43.6,2092,11.1
E12000003,Yorkshire and The Humber,region,2021-01-07,49.5,2442,11.6
E12000003,Yorkshire and The Humber,region,2021-01-06,53.2,2573,12.1
E12000003,Yorkshire and The Humber,region,2021-01-05,47.2,2807,12.6
E12000003,Yorkshire and The Humber,region,2021-01-04,44.1,3464,12.8
E12000003,Yorkshire and The Humber,region,2021-01-03,38.1,2432,12.8
E12000003,Yorkshire and The Humber,region,2021-01-02,31.7,2735,12.7
E12000003,Yorkshire and The Humber,region,2021-01-01,21.2,1478,12.6
E12000003,Yorkshire and The Humber,region,2020-12-31,18.4,2167,12.5
E12000003,Yorkshire and The Humber,region,2020-12-30,23.5,2947,12.3
E12000003,Yorkshire and The Humber,region,2020-12-29,27.9,3220,11.5
E12000003,Yorkshire and The Humber,region,2020-12-28,31.4,2120,10.4
E12000003,Yorkshire and The Humber,region,2020-12-27,37.3,1959,9.1
E12000003,Yorkshire and The Humber,region,2020-12-26,35.1,1659,8.6
E12000003,Yorkshire and The Humber,region,2020-12-25,30.2,590,7.9
E12000003,Yorkshire and The Humber,region,2020-12-24,21.3,1252,7.7
E12000003,Yorkshire and The Humber,region,2020-12-23,9.6,1629,7.4
E12000003,Yorkshire and The Humber,region,2020-12-22,5.2,1866,7.3
E12000003,Yorkshire and The Humber,region,2020-12-21,3.8,1983,7.1
E12000003,Yorkshire and The Humber,region,2020-12-20,-2.5,1415,7.1
E12000003,Yorkshire and The Humber,region,2020-12-19,-1.6,1018,7.0
E12000003,Yorkshire and The Humber,region,2020-12-18,1.7,1448,7.1
E12000003,Yorkshire and The Humber,region,2020-12-17,4.4,1172,7.0
E12000003,Yorkshire and The Humber,region,2020-12-16,2.7,1228,7.1
E12000003,Yorkshire and The Humber,region,2020-12-15,0.5,1493,7.1
E12000003,Yorkshire and The Humber,region,2020-12-14,-7.7,1721,7.1
E12000003,Yorkshire and The Humber,region,2020-12-13,-9.1,1026,6.8
E12000003,Yorkshire and The Humber,region,2020-12-12,-8.0,953,6.7
E12000003,Yorkshire and The Humber,region,2020-12-11,-14.7,1233,6.7
E12000003,Yorkshire and The Humber,region,2020-12-10,-14.7,1216,6.7
E12000003,Yorkshire and The Humber,region,2020-12-09,-14.5,1336,6.8
E12000003,Yorkshire and The Humber,region,2020-12-08,-19.0,1343,6.8
E12000003,Yorkshire and The Humber,region,2020-12-07,-15.9,1400,6.9
E12000003,Yorkshire and The Humber,region,2020-12-06,-19.0,864,6.9
E12000003,Yorkshire and The Humber,region,2020-12-05,-23.6,876,7.0
E12000003,Yorkshire and The Humber,region,2020-12-04,-22.6,1048,7.2
E12000003,Yorkshire and The Humber,region,2020-12-03,-29.5,1150,7.4
E12000003,Yorkshire and The Humber,region,2020-12-02,-33.5,1342,7.7
E12000003,Yorkshire and The Humber,region,2020-12-01,-33.3,1487,7.9
E12000003,Yorkshire and The Humber,region,2020-11-30,-37.5,1703,8.0
E12000003,Yorkshire and The Humber,region,2020-11-29,-41.0,1039,8.1
E12000003,Yorkshire and The Humber,region,2020-11-28,-42.7,1094,8.3
E12000003,Yorkshire and The Humber,region,2020-11-27,-43.1,1312,8.5
E12000003,Yorkshire and The Humber,region,2020-11-26,-40.2,1398,8.8
E12000003,Yorkshire and The Humber,region,2020-11-25,-39.0,1607,9.2
E12000003,Yorkshire and The Humber,region,2020-11-24,-35.9,1759,9.7
E12000003,Yorkshire and The Humber,region,2020-11-23,-32.2,2062,10.3
E12000003,Yorkshire and The Humber,region,2020-11-22,-22.0,1350,10.7
E12000003,Yorkshire and The Humber,region,2020-11-21,-16.9,1364,11.1
E12000003,Yorkshire and The Humber,region,2020-11-20,-14.8,1935,11.7
E12000003,Yorkshire and The Humber,region,2020-11-19,-9.4,2092,12.3
E12000003,Yorkshire and The Humber,region,2020-11-18,-1.2,2583,12.8
E12000003,Yorkshire and The Humber,region,2020-11-17,-2.0,3059,13.4
E12000003,Yorkshire and The Humber,region,2020-11-16,-0.1,3277,13.7
E12000003,Yorkshire and The Humber,region,2020-11-15,-3.7,2093,14.0
E12000003,Yorkshire and The Humber,region,2020-11-14,-2.2,2501,14.4
E12000003,Yorkshire and The Humber,region,2020-11-13,2.0,3077,14.5
E12000003,Yorkshire and The Humber,region,2020-11-12,1.7,3198,14.7
E12000003,Yorkshire and The Humber,region,2020-11-11,2.6,3702,15.0
E12000003,Yorkshire and The Humber,region,2020-11-10,3.9,3769,15.0
E12000003,Yorkshire and The Humber,region,2020-11-09,1.4,4493,15.1
E12000003,Yorkshire and The Humber,region,2020-11-08,1.5,2890,15.1
E12000003,Yorkshire and The Humber,region,2020-11-07,8.0,2830,15.2
E12000003,Yorkshire and The Humber,region,2020-11-06,8.1,3632,15.3
E12000003,Yorkshire and The Humber,region,2020-11-05,10.7,3586,15.4
E12000003,Yorkshire and The Humber,region,2020-11-04,10.1,3502,15.8
E12000003,Yorkshire and The Humber,region,2020-11-03,9.0,3947,16.0
E12000003,Yorkshire and The Humber,region,2020-11-02,13.5,4665,16.0
E12000003,Yorkshire and The Humber,region,2020-11-01,15.6,2819,15.5
E12000003,Yorkshire and The Humber,region,2020-10-31,6.3,2626,15.3
E12000003,Yorkshire and The Humber,region,2020-10-30,10.3,3465,15.2
E12000003,Yorkshire and The Humber,region,2020-10-29,12.4,3461,14.9
E12000003,Yorkshire and The Humber,region,2020-10-28,11.7,3579,14.7
E12000003,Yorkshire and The Humber,region,2020-10-27,22.6,3578,14.3
E12000003,Yorkshire and The Humber,region,2020-10-26,27.3,3848,13.9
E12000003,Yorkshire and The Humber,region,2020-10-25,31.3,2150,13.4
E12000003,Yorkshire and The Humber,region,2020-10-24,42.4,2248,13.4
E12000003,Yorkshire and The Humber,region,2020-10-23,33.5,2974,13.4
E12000003,Yorkshire and The Humber,region,2020-10-22,32.2,3299,13.2
E12000003,Yorkshire and The Humber,region,2020-10-21,31.4,3491,13.0
E12000003,Yorkshire and The Humber,region,2020-10-20,31.3,3566,12.6
E12000003,Yorkshire and The Humber,region,2020-10-19,22.4,3829,12.1
E12000003,Yorkshire and The Humber,region,2020-10-18,15.0,2218,11.5
E12000003,Yorkshire and The Humber,region,2020-10-17,-2.5,2366,11.3
E12000003,Yorkshire and The Humber,region,2020-10-16,2.0,2431,11.1
E12000003,Yorkshire and The Humber,region,2020-10-15,1.0,2483,10.8
E12000003,Yorkshire and The Humber,region,2020-10-14,11.4,2771,10.7
E12000003,Yorkshire and The Humber,region,2020-10-13,8.3,2530,10.7
E12000003,Yorkshire and The Humber,region,2020-10-12,26.0,2745,10.5
E12000003,Yorkshire and The Humber,region,2020-10-11,51.1,1621,10.2
E12000003,Yorkshire and The Humber,region,2020-10-10,147.1,1916,10.1
E12000003,Yorkshire and The Humber,region,2020-10-09,187.5,1867,9.9
E12000003,Yorkshire and The Humber,region,2020-10-08,176.8,2426,10.1
E12000003,Yorkshire and The Humber,region,2020-10-07,148.9,2658,10.0
E12000003,Yorkshire and The Humber,region,2020-10-06,155.8,2412,9.8
E12000003,Yorkshire and The Humber,region,2020-10-05,138.8,2263,9.3
E12000003,Yorkshire and The Humber,region,2020-10-04,104.0,1677,8.7
E12000003,Yorkshire and The Humber,region,2020-10-03,45.1,1657,8.4
E12000003,Yorkshire and The Humber,region,2020-10-02,24.8,2202,8.0
E12000003,Yorkshire and The Humber,region,2020-10-01,33.6,2131,7.3
E12000003,Yorkshire and The Humber,region,2020-09-30,48.4,1785,6.5
E12000003,Yorkshire and The Humber,region,2020-09-29,44.8,1380,5.8
E12000003,Yorkshire and The Humber,region,2020-09-28,40.1,1448,5.3
E12000003,Yorkshire and The Humber,region,2020-09-27,45.2,1022,4.7
E12000003,Yorkshire and The Humber,region,2020-09-26,40.5,822,4.3
E12000003,Yorkshire and The Humber,region,2020-09-25,40.6,801,4.1
E12000003,Yorkshire and The Humber,region,2020-09-24,38.4,921,4.0
E12000003,Yorkshire and The Humber,region,2020-09-23,26.9,728,3.8
E12000003,Yorkshire and The Humber,region,2020-09-22,30.9,714,3.7
E12000003,Yorkshire and The Humber,region,2020-09-21,30.9,615,3.4
E12000003,Yorkshire and The Humber,region,2020-09-20,25.8,666,3.3
E12000003,Yorkshire and The Humber,region,2020-09-19,26.7,559,3.1
E12000003,Yorkshire and The Humber,region,2020-09-18,36.2,557,2.9
E12000003,Yorkshire and The Humber,region,2020-09-17,44.1,569,2.8
E12000003,Yorkshire and The Humber,region,2020-09-16,48.6,545,2.7
E12000003,Yorkshire and The Humber,region,2020-09-15,45.1,418,2.6
E12000003,Yorkshire and The Humber,region,2020-09-14,55.7,386,2.6
E12000003,Yorkshire and The Humber,region,2020-09-13,75.0,297,2.7
E12000003,Yorkshire and The Humber,region,2020-09-12,98.3,313,2.7
E12000003,Yorkshire and The Humber,region,2020-09-11,80.5,384,2.7
E12000003,Yorkshire and The Humber,region,2020-09-10,69.6,461,2.7
E12000003,Yorkshire and The Humber,region,2020-09-09,67.6,393,2.6
E12000003,Yorkshire and The Humber,region,2020-09-08,70.2,379,2.6
E12000003,Yorkshire and The Humber,region,2020-09-07,51.0,524,2.5
E12000003,Yorkshire and The Humber,region,2020-09-06,45.7,304,2.4
E12000003,Yorkshire and The Humber,region,2020-09-05,34.8,312,2.3
E12000003,Yorkshire and The Humber,region,2020-09-04,33.1,302,2.2
E12000003,Yorkshire and The Humber,region,2020-09-03,32.0,335,2.1
E12000003,Yorkshire and The Humber,region,2020-09-02,35.0,372,2.0
E12000003,Yorkshire and The Humber,region,2020-09-01,27.4,263,1.8
E12000003,Yorkshire and The Humber,region,2020-08-31,24.8,192,1.7
E12000003,Yorkshire and The Humber,region,2020-08-30,14.3,143,1.5
E12000003,Yorkshire and The Humber,region,2020-08-29,5.7,170,1.4
E12000003,Yorkshire and The Humber,region,2020-08-28,3.0,161,1.3
E12000003,Yorkshire and The Humber,region,2020-08-27,-21.8,192,1.3
E12000003,Yorkshire and The Humber,region,2020-08-26,-16.0,119,1.3
E12000003,Yorkshire and The Humber,region,2020-08-25,-23.8,135,1.3
E12000003,Yorkshire and The Humber,region,2020-08-24,-21.3,150,1.3
E12000003,Yorkshire and The Humber,region,2020-08-23,-24.0,93,1.3
E12000003,Yorkshire and The Humber,region,2020-08-22,-25.6,89,1.3
E12000003,Yorkshire and The Humber,region,2020-08-21,-16.4,129,1.3
E12000003,Yorkshire and The Humber,region,2020-08-20,31.5,165,1.3
E12000003,Yorkshire and The Humber,region,2020-08-19,2.5,140,1.3
E12000003,Yorkshire and The Humber,region,2020-08-18,16.8,122,1.4
E12000003,Yorkshire and The Humber,region,2020-08-17,26.9,126,1.5
E12000003,Yorkshire and The Humber,region,2020-08-16,28.7,79,1.6
E12000003,Yorkshire and The Humber,region,2020-08-15,44.5,108,1.6
E12000003,Yorkshire and The Humber,region,2020-08-14,25.1,161,1.6
E12000003,Yorkshire and The Humber,region,2020-08-13,2.0,179,1.6
E12000003,Yorkshire and The Humber,region,2020-08-12,9.8,171,1.7
E12000003,Yorkshire and The Humber,region,2020-08-11,7.0,185,1.7
E12000003,Yorkshire and The Humber,region,2020-08-10,-3.4,219,1.6
E12000003,Yorkshire and The Humber,region,2020-08-09,4.7,97,1.5
E12000003,Yorkshire and The Humber,region,2020-08-08,-3.1,104,1.5
E12000003,Yorkshire and The Humber,region,2020-08-07,1.7,120,1.5
E12000003,Yorkshire and The Humber,region,2020-08-06,7.1,177,1.4
E12000003,Yorkshire and The Humber,region,2020-08-05,20.1,157,1.4
E12000003,Yorkshire and The Humber,region,2020-08-04,20.8,147,1.5
E12000003,Yorkshire and The Humber,region,2020-08-03,28.4,143,1.5
E12000003,Yorkshire and The Humber,region,2020-08-02,17.5,85,1.6
E12000003,Yorkshire and The Humber,region,2020-08-01,17.4,81,1.6
E12000003,Yorkshire and The Humber,region,2020-07-31,19.4,99,1.6
E12000003,Yorkshire and The Humber,region,2020-07-30,12.5,140,1.7
E12000003,Yorkshire and The Humber,region,2020-07-29,-1.9,163,1.7
E12000003,Yorkshire and The Humber,region,2020-07-28,-5.9,150,1.7
E12000003,Yorkshire and The Humber,region,2020-07-27,-9.0,143,1.7
E12000003,Yorkshire and The Humber,region,2020-07-26,-3.1,91,1.6
E12000003,Yorkshire and The Humber,region,2020-07-25,-5.2,88,1.6
E12000003,Yorkshire and The Humber,region,2020-07-24,-9.9,110,1.6
E12000003,Yorkshire and The Humber,region,2020-07-23,-7.5,106,1.6
E12000003,Yorkshire and The Humber,region,2020-07-22,1.9,103,1.5
E12000003,Yorkshire and The Humber,region,2020-07-21,4.4,100,1.5
E12000003,Yorkshire and The Humber,region,2020-07-20,1.7,115,1.5
E12000003,Yorkshire and The Humber,region,2020-07-19,2.8,101,1.4
E12000003,Yorkshire and The Humber,region,2020-07-18,8.4,98,1.4
E12000003,Yorkshire and The Humber,region,2020-07-17,15.8,100,1.4
E12000003,Yorkshire and The Humber,region,2020-07-16,6.1,86,1.4
E12000003,Yorkshire and The Humber,region,2020-07-15,0.8,119,1.5
E12000003,Yorkshire and The Humber,region,2020-07-14,-94.8,132,1.6
E12000003,Yorkshire and The Humber,region,2020-07-13,-94.7,136,1.6
E12000003,Yorkshire and The Humber,region,2020-07-12,-94.9,98,1.7
E12000003,Yorkshire and The Humber,region,2020-07-11,-95.0,85,1.7
E12000003,Yorkshire and The Humber,region,2020-07-10,-95.1,93,1.7
E12000003,Yorkshire and The Humber,region,2020-07-09,-94.7,97,1.8
E12000003,Yorkshire and The Humber,region,2020-07-08,-94.6,126,1.8
E12000003,Yorkshire and The Humber,region,2020-07-07,9517.8,103,2.0
E12000003,Yorkshire and The Humber,region,2020-07-06,8516.0,121,2.1
E12000003,Yorkshire and The Humber,region,2020-07-05,7710.7,90,2.1
E12000003,Yorkshire and The Humber,region,2020-07-04,7543.1,79,2.1
E12000003,Yorkshire and The Humber,region,2020-07-03,7060.4,108,2.3
E12000003,Yorkshire and The Humber,region,2020-07-02,6758.3,104,2.5
E12000003,Yorkshire and The Humber,region,2020-07-01,6678.0,131,2.6
E12000003,Yorkshire and The Humber,region,2020-06-30,-36.8,112,2.8
E12000003,Yorkshire and The Humber,region,2020-06-29,-29.6,133,3.0
E12000003,Yorkshire and The Humber,region,2020-06-28,-24.9,98,3.1
E12000003,Yorkshire and The Humber,region,2020-06-27,-23.6,148,3.2
E12000003,Yorkshire and The Humber,region,2020-06-26,-21.6,152,3.3
E12000003,Yorkshire and The Humber,region,2020-06-25,-25.5,143,3.4
E12000003,Yorkshire and The Humber,region,2020-06-24,-24.5,155,3.5
E12000003,Yorkshire and The Humber,region,2020-06-23,-9.4,172,3.6
E12000003,Yorkshire and The Humber,region,2020-06-22,-23.1,156,3.7
E12000003,Yorkshire and The Humber,region,2020-06-21,-11.9,116,3.8
E12000003,Yorkshire and The Humber,region,2020-06-20,-9.2,161,3.9
E12000003,Yorkshire and The Humber,region,2020-06-19,-14.3,204,4.0
E12000003,Yorkshire and The Humber,region,2020-06-18,-3.6,258,4.1
E12000003,Yorkshire and The Humber,region,2020-06-17,-16.7,230,3.9
E12000003,Yorkshire and The Humber,region,2020-06-16,-26.5,215,3.9
E12000003,Yorkshire and The Humber,region,2020-06-15,-8.8,189,3.9
E12000003,Yorkshire and The Humber,region,2020-06-14,-24.9,160,3.8
E12000003,Yorkshire and The Humber,region,2020-06-13,-30.6,193,3.7
E12000003,Yorkshire and The Humber,region,2020-06-12,-22.9,247,3.5
E12000003,Yorkshire and The Humber,region,2020-06-11,-28.1,197,3.4
E12000003,Yorkshire and The Humber,region,2020-06-10,-20.5,225,3.5
E12000003,Yorkshire and The Humber,region,2020-06-09,-15.6,172,3.5
E12000003,Yorkshire and The Humber,region,2020-06-08,-23.7,187,3.5
E12000003,Yorkshire and The Humber,region,2020-06-07,-18.1,150,3.6
E12000003,Yorkshire and The Humber,region,2020-06-06,-19.3,121,3.8
E12000003,Yorkshire and The Humber,region,2020-06-05,-25.5,155,3.9
E12000003,Yorkshire and The Humber,region,2020-06-04,-25.7,178,4.0
E12000003,Yorkshire and The Humber,region,2020-06-03,-25.2,206,4.1
E12000003,Yorkshire and The Humber,region,2020-06-02,-28.6,196,4.1
E12000003,Yorkshire and The Humber,region,2020-06-01,-28.3,191,4.2
E12000003,Yorkshire and The Humber,region,2020-05-31,-34.4,177,4.4
E12000003,Yorkshire and The Humber,region,2020-05-30,-34.6,165,4.4
E12000003,Yorkshire and The Humber,region,2020-05-29,-33.7,199,4.5
E12000003,Yorkshire and The Humber,region,2020-05-28,-36.4,274,4.7
E12000003,Yorkshire and The Humber,region,2020-05-27,-36.9,254,4.8
E12000003,Yorkshire and The Humber,region,2020-05-26,-33.9,231,4.9
E12000003,Yorkshire and The Humber,region,2020-05-25,-35.1,254,5.0
E12000003,Yorkshire and The Humber,region,2020-05-24,-27.5,205,5.0
E12000003,Yorkshire and The Humber,region,2020-05-23,-23.9,235,5.1
E12000003,Yorkshire and The Humber,region,2020-05-22,-22.1,267,5.1
E12000003,Yorkshire and The Humber,region,2020-05-21,-21.2,382,5.3
E12000003,Yorkshire and The Humber,region,2020-05-20,-27.7,295,5.4
E12000003,Yorkshire and The Humber,region,2020-05-19,-28.1,388,5.7
E12000003,Yorkshire and The Humber,region,2020-05-18,-33.2,261,6.0
E12000003,Yorkshire and The Humber,region,2020-05-17,-36.8,244,6.2
E12000003,Yorkshire and The Humber,region,2020-05-16,-38.8,258,6.4
E12000003,Yorkshire and The Humber,region,2020-05-15,-43.8,336,6.7
E12000003,Yorkshire and The Humber,region,2020-05-14,-40.5,355,6.8
E12000003,Yorkshire and The Humber,region,2020-05-13,-35.3,405,7.3
E12000003,Yorkshire and The Humber,region,2020-05-12,-32.7,375,7.7
E12000003,Yorkshire and The Humber,region,2020-05-11,-21.4,425,8.2
E12000003,Yorkshire and The Humber,region,2020-05-10,-23.9,297,8.6
E12000003,Yorkshire and The Humber,region,2020-05-09,-21.0,245,8.6
E12000003,Yorkshire and The Humber,region,2020-05-08,-11.0,352,8.8
E12000003,Yorkshire and The Humber,region,2020-05-07,-16.5,458,9.0
E12000003,Yorkshire and The Humber,region,2020-05-06,-8.6,413,8.7
E12000003,Yorkshire and The Humber,region,2020-05-05,-18.9,441,8.8
E12000003,Yorkshire and The Humber,region,2020-05-04,-19.7,350,9.1
E12000003,Yorkshire and The Humber,region,2020-05-03,-4.9,384,9.6
E12000003,Yorkshire and The Humber,region,2020-05-02,-4.7,384,10.2
E12000003,Yorkshire and The Humber,region,2020-05-01,-6.9,620,10.9
E12000003,Yorkshire and The Humber,region,2020-04-30,4.7,575,12.8
E12000003,Yorkshire and The Humber,region,2020-04-29,198200.0,714,16.4
E12000003,Yorkshire and The Humber,region,2020-04-28,221600.0,488,20.3
E12000003,Yorkshire and The Humber,region,2020-04-27,219000.0,510,22.7
E12000003,Yorkshire and The Humber,region,2020-04-26,200900.0,421,24.9
E12000003,Yorkshire and The Humber,region,2020-04-25,203400.0,413,25.7
E12000003,Yorkshire and The Humber,region,2020-04-24,207100.0,591,26.7
E12000003,Yorkshire and The Humber,region,2020-04-23,198800.0,449,26.8
E12000003,Yorkshire and The Humber,region,2020-04-22,,563,27.2
E12000003,Yorkshire and The Humber,region,2020-04-21,,349,28.1
E12000003,Yorkshire and The Humber,region,2020-04-20,,400,28.9
E12000003,Yorkshire and The Humber,region,2020-04-19,,417,29.2
E12000003,Yorkshire and The Humber,region,2020-04-18,,365,30.0
E12000003,Yorkshire and The Humber,region,2020-04-17,,350,30.9
E12000003,Yorkshire and The Humber,region,2020-04-16,,372,31.5
E12000003,Yorkshire and The Humber,region,2020-04-15,,474,32.6
E12000003,Yorkshire and The Humber,region,2020-04-14,,314,32.9
E12000003,Yorkshire and The Humber,region,2020-04-13,,326,34.4
E12000003,Yorkshire and The Humber,region,2020-04-12,,269,35.1
E12000003,Yorkshire and The Humber,region,2020-04-11,,260,35.2
E12000003,Yorkshire and The Humber,region,2020-04-10,,299,35.7
E12000003,Yorkshire and The Humber,region,2020-04-09,,305,36.2
E12000003,Yorkshire and The Humber,region,2020-04-08,,318,37.0
E12000003,Yorkshire and The Humber,region,2020-04-07,,337,36.6
E12000003,Yorkshire and The Humber,region,2020-04-06,,319,34.8
E12000003,Yorkshire and The Humber,region,2020-04-05,,216,33.6
E12000003,Yorkshire and The Humber,region,2020-04-04,,202,33.2
E12000003,Yorkshire and The Humber,region,2020-04-03,,274,32.4
E12000003,Yorkshire and The Humber,region,2020-04-02,,243,31.0
E12000003,Yorkshire and The Humber,region,2020-04-01,,316,30.0
E12000003,Yorkshire and The Humber,region,2020-03-31,,319,27.7
E12000003,Yorkshire and The Humber,region,2020-03-30,,286,26.2
E12000003,Yorkshire and The Humber,region,2020-03-29,,228,23.6
E12000003,Yorkshire and The Humber,region,2020-03-28,,206,22.1
E12000003,Yorkshire and The Humber,region,2020-03-27,,153,20.8
E12000003,Yorkshire and The Humber,region,2020-03-26,,177,19.0
E12000003,Yorkshire and The Humber,region,2020-03-25,,150,16.4
E12000003,Yorkshire and The Humber,region,2020-03-24,,157,14.1
E12000003,Yorkshire and The Humber,region,2020-03-23,,144,11.6
E12000003,Yorkshire and The Humber,region,2020-03-22,,94,9.7
E12000003,Yorkshire and The Humber,region,2020-03-21,,77,8.6
E12000003,Yorkshire and The Humber,region,2020-03-20,,60,6.9
E12000003,Yorkshire and The Humber,region,2020-03-19,,55,5.6
E12000003,Yorkshire and The Humber,region,2020-03-18,,47,5.4
E12000003,Yorkshire and The Humber,region,2020-03-17,,31,4.4
E12000003,Yorkshire and The Humber,region,2020-03-16,,28,4.8
E12000003,Yorkshire and The Humber,region,2020-03-15,,9,5.0
E12000003,Yorkshire and The Humber,region,2020-03-14,,12,5.5
E12000003,Yorkshire and The Humber,region,2020-03-13,,12,6.6
E12000003,Yorkshire and The Humber,region,2020-03-12,,14,7.4
E12000003,Yorkshire and The Humber,region,2020-03-11,,10,6.7
E12000003,Yorkshire and The Humber,region,2020-03-10,,18,7.5
E12000003,Yorkshire and The Humber,region,2020-03-09,,8,5.6
E12000003,Yorkshire and The Humber,region,2020-03-08,,3,4.4
E12000003,Yorkshire and The Humber,region,2020-03-07,,5,4.4
E12000003,Yorkshire and The Humber,region,2020-03-06,,1,4.0
E12000003,Yorkshire and The Humber,region,2020-03-05,,1,3.1
E12000003,Yorkshire and The Humber,region,2020-03-04,,2,2.5
E12000003,Yorkshire and The Humber,region,2020-03-03,,5,2.2
E12000003,Yorkshire and The Humber,region,2020-03-02,,3,1.7
E12000003,Yorkshire and The Humber,region,2020-03-01,,2,1.1
E12000003,Yorkshire and The Humber,region,2020-02-29,,0,0.7
E12000003,Yorkshire and The Humber,region,2020-02-28,,2,0.8
E12000003,Yorkshire and The Humber,region,2020-02-27,,1,0.4
E12000003,Yorkshire and The Humber,region,2020-02-26,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-25,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-24,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-23,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-22,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-21,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-20,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-19,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-18,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-17,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-16,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-15,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-14,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-13,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-12,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-11,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-10,,0,0.0
E12000003,Yorkshire and The Humber,region,2020-02-09,,0,6.7
E12000003,Yorkshire and The Humber,region,2020-02-08,,0,6.7
E12000003,Yorkshire and The Humber,region,2020-02-07,,0,
E12000003,Yorkshire and The Humber,region,2020-02-06,,0,
E12000003,Yorkshire and The Humber,region,2020-02-05,,0,
E12000003,Yorkshire and The Humber,region,2020-02-04,,0,
E12000003,Yorkshire and The Humber,region,2020-02-03,,0,
E12000003,Yorkshire and The Humber,region,2020-02-02,,0,
E12000003,Yorkshire and The Humber,region,2020-02-01,,0,
E12000003,Yorkshire and The Humber,region,2020-01-31,,0,
E12000003,Yorkshire and The Humber,region,2020-01-30,,1,
E12000004,East Midlands,region,2021-05-12,27.7,,
E12000004,East Midlands,region,2021-05-11,26.2,49,
E12000004,East Midlands,region,2021-05-10,18.4,225,
E12000004,East Midlands,region,2021-05-09,19.2,209,
E12000004,East Midlands,region,2021-05-08,19.7,123,
E12000004,East Midlands,region,2021-05-07,11.2,176,1.1
E12000004,East Midlands,region,2021-05-06,3.7,263,1.0
E12000004,East Midlands,region,2021-05-05,-6.1,251,1.0
E12000004,East Midlands,region,2021-05-04,-5.8,237,0.9
E12000004,East Midlands,region,2021-05-03,-5.7,205,0.9
E12000004,East Midlands,region,2021-05-02,-12.0,154,0.8
E12000004,East Midlands,region,2021-05-01,-17.8,108,0.8
E12000004,East Midlands,region,2021-04-30,-15.1,113,0.8
E12000004,East Midlands,region,2021-04-29,-18.2,186,0.8
E12000004,East Midlands,region,2021-04-28,-13.5,190,0.8
E12000004,East Midlands,region,2021-04-27,-15.2,172,0.9
E12000004,East Midlands,region,2021-04-26,-14.1,194,0.9
E12000004,East Midlands,region,2021-04-25,-16.5,163,0.9
E12000004,East Midlands,region,2021-04-24,-12.3,115,0.9
